timestamp	accelX	accelY	accelZ	gyroX	gyroY	gyroZ	altitude
87694	1,092712	0,296265	-0,008911	11,062085	-8,36919	36,789963	556,54
87794	1,096619	0,345581	0,049683	6,438672	-7,377369	30,106613	556,54
87894	1,065369	0,393433	0,061401	-4,12041	0,786083	42,87822	556,56
87994	1,197693	0,171753	0,086792	8,147656	1,686352	52,643845	556,54
88094	1,121521	0,264038	-0,021606	4,836499	-10,444386	56,794235	556,54
88194	1,345154	0,154663	-0,004028	-0,351489	0,313061	49,790451	556,54
88294	1,317322	0,135132	0,057007	7,064282	-0,251514	48,432419	556,52
88394	1,153748	0,116577	-0,002563	8,315503	-2,387745	42,847702	556,54
88494	1,018982	0,037964	0,060913	6,59126	12,275951	44,709274	556,54
88594	1,078552	0,260132	0,096069	12,557446	2,784985	34,455368	556,55
88694	1,02533	0,224976	0,069702	3,081739	4,524487	36,82048	556,55
88794	0,993591	0,222046	0,015015	-2,457202	3,303784	23,911545	556,52
88894	0,966248	0,164917	0,038452	-2,472461	2,144116	21,927902	556,52
88994	1,054138	0,233765	0,012085	2,501905	-7,041676	16,495773	556,53
89094	1,090271	0,295776	0,07605	2,0594	6,035107	14,78679	556,53
89194	0,935486	0,183472	0,069214	-2,121508	1,83894	3,754685	556,52
89294	1,017029	0,254761	0,057983	-0,046313	-2,494556	-3,386428	556,52
89394	1,116638	0,224976	0,032104	-0,763476	0,511425	-5,690505	556,52
89494	1,05365	0,244507	0,054077	-1,526416	2,571362	-7,719924	556,52
89594	0,977478	0,1698	0,059937	-0,870288	2,144116	-10,146071	556,52
89694	0,955505	0,198608	0,078491	-1,099169	0,755566	2,717088	556,49
89794	0,955994	0,180054	0,065308	-1,434863	0,602978	2,366136	556,5
89894	0,97699	0,203003	0,063843	-0,855029	0,984448	0,214646	556,5
89994	0,977478	0,218628	0,051636	-0,671923	0,084179	0,580857	556,52
90094	0,970642	0,235229	0,05603	-1,862109	0,83186	0,367234	556,5
90194	0,994568	0,223999	0,060913	-0,061572	0,602978	0,840257	556,52
90294	0,974548	0,18396	0,051636	-0,96184	0,862377	1,114915	556,53
90394	0,965271	0,187866	0,056519	-0,519336	0,725048	-0,319411	556,54
90494	0,991638	0,223022	0,064331	-0,900805	0,725048	0,092576	556,56
90594	0,952087	0,206909	0,054565	-0,916064	0,740307	0,992844	556,54
90694	0,987732	0,236206	0,047241	-0,382006	0,496166	1,526902	556,56
90794	0,955017	0,205444	0,062378	-1,60271	0,892895	1,191209	556,54
90894	0,964294	0,238159	0,068237	-0,33623	0,557202	1,572678	556,51
90994	0,955017	0,197144	0,069214	-2,487719	0,923413	0,275681	556,52
91094	0,938416	0,180542	0,087769	1,479566	-0,159961	1,069138	556,52
91194	0,914978	0,257202	0,057983	-1,541674	-1,334888	0,916551	556,51
91294	0,968201	0,13562	-0,004517	-1,495898	0,755566	0,123093	556,52
91394	0,97406	0,197144	0,037476	-0,855029	2,189892	0,611375	556,54
91494	0,986755	0,220581	0,085327	2,868116	0,374096	1,435349	556,55
91594	0,898865	0,223022	0,111206	2,486646	-0,43462	1,389573	556,53
91694	0,940857	0,286499	0,060913	0,16731	-1,68584	1,999925	556,55
91794	0,993591	0,237671	0,016968	-0,427783	-0,159961	1,648972	556,55
91894	0,959412	0,214722	0,049683	-1,251757	1,381176	1,420091	556,53
91994	0,97113	0,273315	0,055542	0,014722	0,206249	1,603196	556,53
92094	0,936462	0,256226	0,042847	-1,083911	0,541943	1,633714	556,55
92194	0,981384	0,289429	0,060913	-1,434863	1,259106	1,877854	556,53
92294	0,939392	0,247925	0,069214	-0,946582	0,221508	1,725266	556,54
92394	0,949646	0,248901	0,05896	-1,648486	1,030224	0,992844	556,56
92494	0,954041	0,258667	0,04187	-0,168383	-0,17522	0,901292	556,57
92594	0,978455	0,322144	0,03894	0,960767	-0,983936	0,992844	556,57
92694	0,928162	0,257202	0,050171	-2,396167	2,006787	0,748704	556,6
92794	1,011658	0,231812	0,022827	-1,541674	0,297802	1,55742	556,61
92894	0,926208	0,285522	0,112183	-1,236499	1,518505	1,923631	556,63
92994	0,936462	0,222534	0,041382	-1,267016	-0,800831	1,664231	556,64
93094	0,972595	0,286011	0,030151	0,686109	-0,800831	1,877854	556,61
93194	0,986755	0,27771	0,039917	-0,687182	0,95393	1,740525	556,6
93294	0,912048	0,253784	0,075562	-0,855029	1,304882	1,404832	556,58
93394	0,947205	0,234253	0,065308	-1,297534	0,282543	1,099656	556,57
93494	0,947693	0,283081	0,048218	-0,534594	-0,205738	1,343797	556,54
93594	0,983337	0,293335	0,054077	-0,351489	0,389355	1,923631	556,54
93694	0,941345	0,248413	0,063354	-0,977099	0,480908	1,740525	556,54
93794	0,936462	0,254272	0,0448	-0,580371	0,282543	1,236985	556,52
93894	0,949646	0,265015	0,049194	-1,068652	0,908154	0,977586	556,54
93994	0,941833	0,286987	0,053101	0,060498	0,267285	1,496385	556,51
